ogc_fid,zoning,acres,obb_length_ft,obb_width_ft,fill_ratio,network,streets_across,lots,irregular_lots,lot_width_ft,lot_depth_ft,buildable_depth_ft,streets,courts,pct_row,pct_alleys,pct_lots,pct_residual,pct_hazard,hazard_coverage,du_ac,access_mode,error,generator_version
406521,R20,6.54,662,547,0.787,spine,1,7,3,115,175,135,1,2,12.1,4.4,57.5,8,0.7,ingested,1.07,start,,subdivision_v1.1
406533,AR2A,67.11,2442,2283,0.524,grid,4,6,0,400,220,180,8,13,17.9,0,18.5,24.5,0.4,ingested,0.09,end,,subdivision_v1.1
406542,RS40,20.27,1718,963,0.534,ladder,2,6,0,195,210,170,4,4,16.7,0,27.7,37,0.0,ingested,0.3,end,,subdivision_v1.1
406558,AR2A,71.36,4280,2000,0.363,grid,4,12,0,400,220,180,11,3,20.3,0,33.9,33.4,4.8,ingested,0.17,end,,subdivision_v1.1
406572,AR2A,33.32,2748,1040,0.508,ladder,2,2,0,400,220,180,6,3,19,0,11.6,51.1,0.1,ingested,0.06,both,,subdivision_v1.1
407803,R6,4.29,501,435,0.857,spine,1,12,2,65,95,55,1,2,13.7,8.2,55,13.7,0.0,ingested,2.8,start,,subdivision_v1.1
408312,R6,2.74,461,261,0.99,spine,1,10,0,75,80,40,1,2,21.2,14.5,52.3,1.6,0.0,ingested,3.65,both,,subdivision_v1.1
412688,R8,16.82,1384,660,0.801,ladder,2,48,8,75,110,70,4,5,19.7,6.5,58.7,8.9,0.0,ingested,2.85,end,,subdivision_v1.1
413951,R10,55.11,1895,1764,0.718,grid,5,111,1,85,120,80,8,13,23.3,5.2,49.9,15.7,0.0,ingested,2.01,both,,subdivision_v1.1
414948,R6,4.24,495,485,0.769,ladder,2,9,1,80,75,35,3,3,32.3,4.5,29.8,23.3,0.0,ingested,2.12,start,,subdivision_v1.1
415959,R10,3.99,692,316,0.796,spine,1,1,0,95,110,70,1,0,19,1,5.9,74.1,0.0,ingested,0.25,end,,subdivision_v1.1
416066,R8,5.63,663,573,0.645,ladder,2,15,0,80,100,60,3,1,24,6.7,48.8,17.1,0.0,ingested,2.66,start,,subdivision_v1.1
416350,R20,9.97,732,683,0.869,ladder,2,9,0,160,125,85,3,2,19.9,5.1,42.4,22.9,0.0,ingested,0.9,start,,subdivision_v1.1
417489,R10,4.25,718,329,0.783,spine,1,2,0,90,115,75,1,0,16.9,1.7,10.9,16.8,64.8,ingested,0.47,start,,subdivision_v1.1
417686,R10,5.79,681,557,0.665,ladder,2,10,0,110,95,55,3,1,21.6,8,41.7,24.4,0.0,ingested,1.73,end,,subdivision_v1.1
417932,R10,2.47,438,310,0.792,spine,1,4,1,100,105,65,1,2,18.5,8.3,39.3,14.9,0.0,ingested,1.62,both,,subdivision_v1.1
418241,R10,2.13,450,216,0.954,spine,1,3,0,125,80,40,1,1,26.4,0,32.3,30.4,0.0,ingested,1.41,end,,subdivision_v1.1
418328,R20,14.12,1089,834,0.677,ladder,2,11,0,125,165,125,3,4,17,4.6,37.2,27.8,0.0,ingested,0.78,both,,subdivision_v1.1
418439,R6,28.07,1596,1258,0.609,grid,5,88,1,75,85,45,7,17,28.3,7,46.5,9.3,0.0,ingested,3.14,end,,subdivision_v1.1
418810,R40,51.98,2009,1895,0.595,grid,4,21,2,200,205,165,7,9,19,0,38.2,26.4,0.0,ingested,0.4,both,,subdivision_v1.1
418867,R10,10.48,960,682,0.698,ladder,2,17,5,85,120,80,3,1,21.2,3.4,38.9,26.8,10.0,ingested,1.62,start,,subdivision_v1.1
418883,R40,18.19,1224,966,0.67,ladder,2,6,1,195,210,170,4,2,15.6,0,31.1,42.7,0.0,ingested,0.33,end,,subdivision_v1.1
419926,RS40,8.49,844,567,0.773,spine,1,2,0,185,220,180,1,1,12.3,0,24.9,44.9,5.5,ingested,0.24,end,,subdivision_v1.1
420365,R6,2.53,575,406,0.472,spine,1,5,1,65,95,55,2,0,22.5,3.5,37.3,36.7,0.0,ingested,1.98,side,,subdivision_v1.1
420438,R10,7.56,773,592,0.719,ladder,2,14,0,100,105,65,3,2,25.1,5.6,44.8,18.1,0.0,ingested,1.85,end,,subdivision_v1.1
420637,RS40,8.46,927,629,0.632,spine,1,5,3,185,220,180,1,0,13.2,0,59.6,27.3,0.0,ingested,0.59,both,,subdivision_v1.1
421182,RS10,2.16,,,0.984,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
421423,RS40,13.28,1259,621,0.74,spine,1,6,0,185,220,180,1,2,11.2,0,49.9,22.3,0.0,ingested,0.45,start,,subdivision_v1.1
422215,R6,341.18,6306,5704,0.413,grid,21,846,8,65,95,55,31,90,28.3,4.4,35.2,10,25.3,ingested,2.48,start,,subdivision_v1.1
422473,R8,7.94,840,705,0.584,ladder,2,9,7,75,110,70,3,0,22.5,1.5,22.6,47.8,6.1,ingested,1.13,both,,subdivision_v1.1
424027,R8,81.21,2488,1887,0.753,grid,6,176,2,75,110,70,10,21,24.8,4.8,43.1,9.6,17.3,ingested,2.17,end,,subdivision_v1.1
424221,R8,16.06,1335,944,0.555,grid,3,44,1,75,110,70,5,3,23.8,7.3,54.7,10.3,0.0,ingested,2.74,start,,subdivision_v1.1
425280,RS40,24.08,1442,1047,0.694,ladder,2,13,2,185,220,180,4,1,15.4,0,51.9,28.3,0.0,ingested,0.54,both,,subdivision_v1.1
425938,RS40,30.4,1761,1046,0.719,ladder,2,8,2,185,220,180,4,7,15.8,0,24.8,35.5,3.3,ingested,0.26,end,,subdivision_v1.1
426040,R8,49.89,2447,1151,0.772,grid,4,127,3,80,100,60,8,24,26.2,6.6,47.9,10.3,0.0,ingested,2.55,both,,subdivision_v1.1
426492,RS40,9.53,817,743,0.684,ladder,2,2,0,260,155,115,3,0,19.8,0,19.4,39.6,25.4,ingested,0.21,end,,subdivision_v1.1
426542,R8,10.34,988,811,0.562,grid,3,14,1,90,90,50,5,0,29.6,4.3,25.3,39.2,3.5,ingested,1.35,side,,subdivision_v1.1
426731,RS40,10.59,1065,759,0.571,ladder,2,3,0,250,160,120,3,1,19.5,0,25.6,46.2,0.0,ingested,0.28,both,,subdivision_v1.1
427245,RS40,10.02,822,643,0.825,spine,1,4,1,185,220,180,2,1,14,0,43.3,29.4,2.2,ingested,0.4,side,,subdivision_v1.1
428812,RS5,5.8,673,405,0.927,spine,1,18,1,60,90,50,1,2,13.7,9.4,55.2,15.5,0.0,ingested,3.1,both,,subdivision_v1.1
429491,R10,2.45,546,197,0.991,spine,1,4,0,145,70,30,1,2,28.1,0,38.4,14.5,0.0,ingested,1.63,start,,subdivision_v1.1
429803,R10,3.23,512,359,0.766,spine,1,0,0,85,120,80,1,0,18.5,0,0,13.2,82.1,ingested,0,start,,subdivision_v1.1
468187,R8,2.51,378,300,0.961,spine,1,8,0,80,100,60,1,0,18.7,11.7,60,9.6,0.0,ingested,3.19,both,,subdivision_v1.1
468205,R10,5.18,860,530,0.495,ladder,2,1,0,115,90,50,3,0,25.7,1,4.6,10.4,75.4,ingested,0.19,both,,subdivision_v1.1
468964,R10,2.18,350,292,0.931,spine,1,4,0,110,95,55,1,0,18.8,9,45,27.2,0.0,ingested,1.83,start,,subdivision_v1.1
469156,R6,11.77,811,634,0.996,ladder,2,38,0,65,95,55,4,4,21.3,8.1,55.9,8.9,0.0,ingested,3.23,side,,subdivision_v1.1
469183,R6,8.46,743,576,0.861,ladder,2,30,0,65,95,55,3,4,21.5,9.2,54,8.2,0.0,ingested,3.55,both,,subdivision_v1.1
469903,R6,8.05,601,587,0.994,ladder,2,32,0,65,95,55,3,2,22.1,9.3,61.8,2.6,0.0,ingested,3.98,both,,subdivision_v1.1
470191,R10,4.77,541,515,0.746,ladder,2,3,0,120,85,45,3,2,26.9,1.5,14.9,31.1,18.2,ingested,0.63,start,,subdivision_v1.1
470344,R10,2.07,416,254,0.854,spine,1,5,0,135,75,35,1,0,23.3,8.4,58.8,9.5,0.0,ingested,2.41,start,,subdivision_v1.1
471395,R10,6.64,746,539,0.72,ladder,2,10,1,115,90,50,3,0,26.1,4.4,35.7,33.9,0.0,ingested,1.51,both,,subdivision_v1.1
472594,R6,3.46,430,353,0.992,spine,1,10,0,65,95,55,1,2,15.6,10,55.7,7.5,0.0,ingested,2.89,both,,subdivision_v1.1
473168,R10,2.36,555,214,0.866,spine,1,3,0,135,75,35,1,1,26.2,0,31.1,28.7,4.4,ingested,1.27,end,,subdivision_v1.1
474812,R10,2.37,,,0.997,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
475152,RS10,2.13,472,200,0.985,spine,1,4,0,145,70,30,1,0,27.6,0,45,20.5,8.9,ingested,1.88,end,,subdivision_v1.1
475488,R8,15.94,1699,859,0.476,grid,3,31,1,80,100,60,5,5,28.1,4.9,36.1,20.2,8.0,ingested,1.94,start,,subdivision_v1.1
475499,R8,4.02,763,375,0.612,spine,1,8,2,75,110,70,1,0,16.2,5.6,45.6,32.6,0.0,ingested,1.99,both,,subdivision_v1.1
475829,R20,5.27,1159,207,0.955,single_loaded,1,5,0,135,150,110,1,2,23.2,0,44.7,12.8,7.0,ingested,0.95,start,,subdivision_v1.1
476034,R10,11.65,1128,742,0.606,ladder,2,6,0,85,120,80,3,1,20.8,1.7,12,14.4,62.8,ingested,0.52,end,,subdivision_v1.1
476117,R8,10.52,754,624,0.974,ladder,2,15,0,75,110,70,4,0,22.7,3.1,27.6,9.2,46.4,ingested,1.43,side,,subdivision_v1.1
476159,RS10,3.6,526,362,0.823,spine,1,7,0,85,120,80,1,2,15.6,7.9,50.7,11.2,0.0,ingested,1.95,end,,subdivision_v1.1
476213,RS10,3.39,591,356,0.701,spine,1,6,0,85,120,80,1,1,19.7,6.5,44.7,21.7,0.0,ingested,1.77,end,,subdivision_v1.1
476250,R8,2.73,436,354,0.77,spine,1,4,3,75,110,70,1,2,20.1,0.8,29.6,33.6,0.0,ingested,1.47,end,,subdivision_v1.1
476259,RS10,5.36,624,472,0.792,ladder,2,10,0,135,75,35,3,1,27.4,10,43.7,14.5,0.0,ingested,1.87,start,,subdivision_v1.1
476272,RS20,9.46,2780,218,0.679,single_loaded,1,4,0,125,160,120,1,1,10.1,0,19.1,66.1,0.0,ingested,0.42,start,,subdivision_v1.1
476333,R6,8.77,1334,642,0.446,ladder,2,22,5,65,95,55,4,1,26.3,4.6,37.1,17.5,18.5,ingested,2.51,both,,subdivision_v1.1
476402,RS20,19.36,2320,421,0.864,spine,1,22,0,125,160,120,1,7,15.3,6.4,52.8,8.9,0.0,ingested,1.14,end,,subdivision_v1.1
476420,RS5,7.76,981,395,0.873,spine,1,24,0,60,90,50,1,4,13.7,9.1,55.3,12.8,0.0,ingested,3.09,both,,subdivision_v1.1
476534,RS10,3.17,,,0.934,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
476857,RS20,4.62,462,450,0.967,spine,1,4,0,115,175,135,2,2,17.6,6.3,40.2,15.6,0.0,ingested,0.87,side,,subdivision_v1.1
477189,RS7.5,2.02,738,259,0.46,spine,1,3,0,95,80,40,1,0,35,5.1,26.4,33.5,0.0,ingested,1.48,start,,subdivision_v1.1
477954,R20,5.85,1036,265,0.93,single_loaded,1,6,0,115,175,135,1,2,16.3,0,56.7,8.1,0.0,ingested,1.03,start,,subdivision_v1.1
478094,R10,2.2,,,0.958,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
478115,RS20,6.23,1357,200,0.999,single_loaded,1,7,0,140,145,105,1,2,27.5,0,52.4,5.1,0.0,ingested,1.12,start,,subdivision_v1.1
478163,R10,10.54,,,0.535,,,0,,,,,,,,,,,97.5,,,,parcel_mostly_in_flood_hazard_or_wetland,subdivision_v1.1
478320,R8,3.62,906,177,0.986,single_loaded,1,9,0,75,110,70,1,1,30.7,0,51.9,5.3,8.8,ingested,2.49,start,,subdivision_v1.1
478355,RS20,7.56,1252,317,0.831,spine,1,5,0,185,110,70,1,3,20.5,7.3,31.1,22.8,0.0,ingested,0.66,end,,subdivision_v1.1
478402,RS5,2.39,403,261,0.991,spine,1,8,0,65,80,40,2,2,26.5,12.1,41.4,9.6,0.0,ingested,3.34,side,,subdivision_v1.1
478599,RS20,6.41,1362,229,0.896,single_loaded,1,2,0,120,170,130,1,1,26.6,0,14.8,51.3,0.5,ingested,0.31,end,,subdivision_v1.1
478663,R8,8.57,751,615,0.808,ladder,2,21,0,75,110,70,3,3,23.1,5.5,46.7,14.7,3.4,ingested,2.45,both,,subdivision_v1.1
478694,R6,9.7,983,700,0.614,grid,3,29,0,80,75,35,4,5,28.5,8.3,41.4,10.6,5.2,ingested,2.99,end,,subdivision_v1.1
478734,R8,3.82,707,338,0.696,spine,1,8,1,75,110,70,1,1,20.8,5.6,42.8,25.3,0.0,ingested,2.09,both,,subdivision_v1.1
478735,RS20,5.19,639,534,0.663,spine,1,4,1,115,175,135,2,1,15.8,4.4,42.6,26.7,0.0,ingested,0.77,side,,subdivision_v1.1
478800,R6,5.6,642,632,0.602,ladder,2,15,3,65,95,55,3,0,23.9,4.6,44.3,18.4,10.2,ingested,2.68,start,,subdivision_v1.1
478987,R10,4.83,1061,205,0.968,spine,1,7,2,145,70,30,1,3,28.8,0,35.3,20.6,0.0,ingested,1.45,end,,subdivision_v1.1
479071,RS5,10.31,1553,313,0.924,spine,1,42,0,60,90,50,1,4,18.8,7.6,61.1,6.7,0.0,ingested,4.07,end,,subdivision_v1.1
479137,RS20,16.55,3109,427,0.543,spine,1,14,0,125,165,125,1,5,14.2,6,40.2,25.1,0.3,ingested,0.85,start,,subdivision_v1.1
479295,R8,3.95,785,221,0.989,spine,1,8,0,100,80,40,1,2,26.5,0,38.1,19.1,9.1,ingested,2.03,end,,subdivision_v1.1
479359,RS10,22.07,1558,727,0.849,ladder,2,47,1,85,120,80,4,8,18.1,6.7,57.3,6.4,2.1,ingested,2.13,both,,subdivision_v1.1
479432,R20,8.5,1119,694,0.476,ladder,2,3,0,155,130,90,3,1,20.2,3,15.9,37,23.8,ingested,0.35,both,,subdivision_v1.1
479558,RS20,21.72,1205,1159,0.677,grid,3,15,0,135,150,110,5,5,22.3,2.9,32.4,26.3,5.5,ingested,0.69,both,,subdivision_v1.1
479694,RS7.5,3.92,756,323,0.701,spine,1,9,1,75,105,65,1,1,23.7,7.6,44.4,19.4,0.0,ingested,2.29,both,,subdivision_v1.1
479749,R10,4.56,998,200,0.995,spine,1,10,0,145,70,30,1,2,28.7,0,52.7,7.9,0.0,ingested,2.19,end,,subdivision_v1.1
479866,RS7.5,3.18,551,373,0.674,spine,1,8,1,75,105,65,1,1,20.4,8.8,59.3,3.9,0.0,ingested,2.52,both,,subdivision_v1.1
479999,R10,19.08,1337,877,0.709,grid,3,31,0,100,105,65,6,2,27.8,3.9,39.1,26.2,0.4,ingested,1.62,side,,subdivision_v1.1
480103,R20,9.48,1148,384,0.936,spine,1,10,0,145,140,100,1,4,15.5,4.1,50.4,9.6,0.0,ingested,1.06,end,,subdivision_v1.1
480106,R20,5.19,1152,197,0.996,single_loaded,1,3,0,145,140,100,1,1,27.8,0,27.3,19.5,17.5,ingested,0.58,start,,subdivision_v1.1
480167,RS20,7.78,1114,355,0.856,spine,1,7,0,155,130,90,1,2,17.3,6.1,41.3,16.9,6.5,ingested,0.9,both,,subdivision_v1.1
480264,R10,4.92,1058,214,0.948,spine,1,6,0,135,75,35,1,3,28.2,0,29.6,27.5,0.0,ingested,1.22,end,,subdivision_v1.1
480294,RS7.5,2.96,462,448,0.622,spine,1,8,1,75,105,65,1,0,15.1,4.2,65.1,15.6,0.0,ingested,2.71,both,,subdivision_v1.1
480381,RS20,51.21,3155,1120,0.631,grid,3,47,0,140,145,105,8,9,22.2,3.6,42.7,21.1,2.4,ingested,0.92,end,,subdivision_v1.1
480521,RS20,9.44,1596,265,0.972,single_loaded,1,11,0,115,175,135,1,2,19.2,0,64.2,4.9,0.0,ingested,1.17,start,,subdivision_v1.1
480591,RS10,2.14,608,162,0.945,single_loaded,1,3,0,100,105,65,1,1,35.6,0,33.1,20.7,0.0,ingested,1.4,start,,subdivision_v1.1
480614,R20,151.32,5097,2476,0.522,grid,6,130,1,125,165,125,15,40,23,3.7,40.6,17.2,4.1,ingested,0.86,side,,subdivision_v1.1
480811,R20,14.46,1591,413,0.959,spine,1,14,0,130,155,115,1,4,13.9,5.5,45.7,14.8,9.3,ingested,0.97,start,,subdivision_v1.1
481010,R6,3.78,625,388,0.679,spine,1,5,3,65,95,55,1,0,20.8,1.5,22.9,27.2,30.0,ingested,1.32,end,,subdivision_v1.1
481167,RS10,16.9,1763,529,0.789,ladder,2,30,1,120,85,45,4,8,23.5,8.6,43.9,9.1,3.8,ingested,1.77,end,,subdivision_v1.1
481805,RS20,23.5,1356,1144,0.66,grid,3,15,0,140,145,105,5,4,21,3.3,30.7,32,6.3,ingested,0.64,end,,subdivision_v1.1
481960,RS20,12.63,1996,449,0.614,spine,1,10,0,115,175,135,1,3,17.7,1.8,36.5,33,0.0,ingested,0.79,end,,subdivision_v1.1
482036,RS20,30.91,2505,1131,0.475,grid,3,27,1,140,145,105,7,5,22.3,3.9,40.6,25.7,0.0,ingested,0.87,end,,subdivision_v1.1
482126,RS7.5,2.81,842,191,0.763,single_loaded,1,8,0,75,105,65,1,1,14.3,0,64.7,12.7,0.0,ingested,2.85,start,,subdivision_v1.1
482434,R20,45.8,1882,1189,0.892,grid,3,51,0,130,155,115,6,12,19.6,4.7,52.1,11.4,0.0,ingested,1.11,start,,subdivision_v1.1
482546,RS20,13.23,1261,805,0.568,ladder,2,10,0,130,155,115,4,4,20.1,5,35.9,24.7,0.0,ingested,0.76,end,,subdivision_v1.1
482856,RS7.5,5.35,720,550,0.588,ladder,2,7,0,80,95,55,3,0,24.7,3.6,22.6,49.1,0.0,ingested,1.31,start,,subdivision_v1.1
483193,R10,8.57,1318,297,0.955,spine,1,20,0,100,100,60,1,4,18.6,12.5,54,4.2,0.0,ingested,2.33,both,,subdivision_v1.1
483349,R20,5.32,1047,249,0.891,single_loaded,1,5,3,115,175,135,2,2,22.8,0,45.8,7.8,6.8,ingested,0.94,side,,subdivision_v1.1
483362,RS10,4,644,440,0.615,spine,1,6,1,85,120,80,1,1,8.7,6.8,45.9,21.5,10.3,ingested,1.5,start,,subdivision_v1.1
483364,AR2A,74.69,2628,2563,0.483,grid,5,7,0,400,220,180,9,7,19.8,0,18.8,34.6,9.8,ingested,0.09,end,,subdivision_v1.1
483585,RS20,6.3,829,398,0.832,spine,1,6,0,135,150,110,1,2,15,6.5,44.3,19.4,0.0,ingested,0.95,start,,subdivision_v1.1
483597,RS5,21.56,1377,857,0.796,grid,3,94,11,60,90,50,5,6,24.7,5.7,59.6,6,0.0,ingested,4.36,end,,subdivision_v1.1
483726,RS10,2.66,773,157,0.956,single_loaded,1,6,0,100,100,60,1,1,32.6,0,52.8,5.8,0.0,ingested,2.25,end,,subdivision_v1.1
483814,R8,26.02,1770,1171,0.547,grid,4,26,0,80,105,65,6,2,26.8,2.1,19.2,12.9,50.1,ingested,1,start,,subdivision_v1.1
483827,R8,2.6,561,233,0.869,spine,1,5,0,95,85,45,1,2,24.1,0,36.9,17.5,11.1,ingested,1.92,end,,subdivision_v1.1
483851,RS15,3.2,,,0.981,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
484019,RS20,9.49,1128,550,0.666,spine,1,8,4,115,175,135,1,2,9.2,1.4,44.7,33.3,0.0,ingested,0.84,end,,subdivision_v1.1
484303,R10,3.21,,,0.804,,,0,,,,,,,,,,,95.5,,,,parcel_mostly_in_flood_hazard_or_wetland,subdivision_v1.1
484304,R10,2.26,,,0.997,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
484403,RS20,6.28,763,466,0.769,spine,1,6,0,115,175,135,1,1,15.8,5.6,46.2,15,9.8,ingested,0.96,end,,subdivision_v1.1
484464,RS20,5.05,1119,206,0.956,single_loaded,1,2,0,135,150,110,1,1,24.7,0,18,31.9,25.0,ingested,0.4,end,,subdivision_v1.1
484466,R10,7.17,1013,373,0.827,spine,1,13,2,85,120,80,1,3,17.4,6.6,48.2,16.7,0.0,ingested,1.81,start,,subdivision_v1.1
484520,RS20,8.19,3038,262,0.449,single_loaded,1,2,1,115,175,135,1,0,37.5,0,12.4,50.1,0.0,ingested,0.24,start,,subdivision_v1.1
484565,RS10,2.54,794,167,0.834,single_loaded,1,3,0,95,110,70,1,1,23.1,0,28.9,29.1,17.9,ingested,1.18,start,,subdivision_v1.1
484653,R20,61.23,2865,1471,0.633,grid,3,52,3,115,175,135,7,14,18.7,3.2,40,24.3,3.0,ingested,0.85,start,,subdivision_v1.1
484731,RS7.5,4.34,461,424,0.967,spine,1,8,0,75,105,65,2,2,18.6,7.9,46,16,0.0,ingested,1.84,side,,subdivision_v1.1
484743,RS20,17.26,1487,601,0.842,ladder,2,14,0,195,105,65,4,6,21.9,7.1,38.9,15.6,0.0,ingested,0.81,start,,subdivision_v1.1
484757,RS5,2.46,565,224,0.849,spine,1,11,1,65,80,40,1,1,28.2,0,55.6,11.1,0.0,ingested,4.47,both,,subdivision_v1.1
484856,R10,2.26,717,308,0.447,spine,1,2,0,100,105,65,1,0,29.9,0.9,20.9,48.3,0.0,ingested,0.88,start,,subdivision_v1.1
484882,RS10,12.76,1039,742,0.721,ladder,2,19,5,85,120,80,4,0,23.8,3.1,38.6,26.1,10.8,ingested,1.49,side,,subdivision_v1.1
484926,RS20,7.47,850,586,0.654,spine,1,5,1,115,175,135,1,1,6.4,3.9,36.9,31.2,15.7,ingested,0.67,both,,subdivision_v1.1
485140,R8,17.33,1206,956,0.655,grid,3,40,2,75,110,70,5,8,24,6.4,47.2,13.1,0.0,ingested,2.31,start,,subdivision_v1.1
485206,RS7.5,3.53,730,224,0.939,spine,1,7,1,95,80,40,1,1,25.7,0,36.2,32.8,0.0,ingested,1.98,end,,subdivision_v1.1
485245,RS10,4.68,689,523,0.567,ladder,2,7,0,120,85,45,3,0,31.7,4.1,35.1,26,4.1,ingested,1.5,end,,subdivision_v1.1
485279,RS20,7.58,1320,422,0.593,spine,1,6,0,125,160,120,1,2,10.1,5.7,36.6,35.2,0.0,ingested,0.79,end,,subdivision_v1.1
485297,RS20,12.4,1519,839,0.424,ladder,2,12,0,125,165,125,4,0,15.3,3.9,46.2,31.3,3.3,ingested,0.97,start,,subdivision_v1.1
485395,R6,14.74,1166,753,0.731,grid,3,52,0,75,80,40,4,9,24.4,8.9,50.6,6.1,1.6,ingested,3.53,start,,subdivision_v1.1
485405,RS5,14.04,1228,638,0.78,ladder,2,8,0,60,90,50,4,2,20.7,1.9,8.6,6.8,77.0,ingested,0.57,start,,subdivision_v1.1
485408,RS15,6.11,777,435,0.788,spine,1,2,0,100,150,110,1,1,15,2.1,12.7,16.6,55.6,ingested,0.33,start,,subdivision_v1.1
485460,RS7.5,3.52,732,365,0.575,spine,1,7,2,75,105,65,1,0,11.5,4.9,43.5,32.4,8.4,ingested,1.99,both,,subdivision_v1.1
485473,RS20,8.82,2981,176,0.732,single_loaded,1,1,0,170,120,80,1,1,22.9,0,5.1,66.8,0.0,ingested,0.11,start,,subdivision_v1.1
485773,R10,2.35,,,0.998,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
485954,R8,27.43,1483,890,0.905,grid,3,72,0,80,105,65,5,11,22.9,7.1,52,7.9,2.2,ingested,2.63,start,,subdivision_v1.1
486024,RS20,27.66,1544,941,0.829,ladder,2,24,2,115,175,135,4,4,16.1,3.1,42.3,27.8,3.4,ingested,0.87,start,,subdivision_v1.1
486174,R8,7.24,699,603,0.749,ladder,2,12,1,80,105,65,3,2,25.2,3.7,32.3,16.5,20.0,ingested,1.66,start,,subdivision_v1.1
486350,R10,2.32,,,0.996,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
486357,RS20,5.81,763,340,0.974,spine,1,4,0,170,120,80,1,2,17.1,6.4,32.7,27.4,0.0,ingested,0.69,end,,subdivision_v1.1
486462,RS20,10.22,794,787,0.712,ladder,2,8,0,135,150,110,3,2,17.1,5,36.7,31.6,0.0,ingested,0.78,end,,subdivision_v1.1
486811,RS10,3.36,669,285,0.769,spine,1,7,0,115,90,50,1,1,21.3,11.7,51.7,7.8,0.0,ingested,2.08,start,,subdivision_v1.1
486829,RS7.5,2.45,668,178,0.896,single_loaded,1,0,0,75,105,65,1,0,31,0,0,37.6,31.4,ingested,0,start,,subdivision_v1.1
486871,R10,10.89,1496,618,0.513,ladder,2,18,0,95,110,70,4,5,23.6,6.8,40.2,18.5,0.0,ingested,1.65,both,,subdivision_v1.1
486933,RS7.5,2.08,381,298,0.799,spine,1,5,0,75,100,60,1,1,19,7.5,41.7,23.4,0.0,ingested,2.41,end,,subdivision_v1.1
486938,RS20,6.82,826,664,0.542,ladder,2,5,0,170,120,80,3,1,15.8,4.6,35.2,30.1,8.1,ingested,0.73,end,,subdivision_v1.1
486948,R20,5.29,1151,202,0.991,single_loaded,1,5,0,140,145,105,1,2,26.7,0,44.2,8.1,7.2,ingested,0.95,end,,subdivision_v1.1
487000,R8,2.64,370,347,0.894,spine,1,6,0,75,110,70,2,0,23,7,48.9,21.1,0.0,ingested,2.28,side,,subdivision_v1.1
487029,RS10,4.77,795,281,0.93,spine,1,9,0,115,90,50,1,2,20.8,10.8,46.1,12.1,0.0,ingested,1.89,end,,subdivision_v1.1
487051,RS7.5,17.54,1510,871,0.58,grid,3,44,4,75,100,60,5,6,26.4,4.5,43.8,19.4,0.0,ingested,2.51,both,,subdivision_v1.1
487488,RS5,25.32,1744,1159,0.545,grid,4,95,6,60,90,50,6,14,25.8,6.5,50.4,9.8,0.0,ingested,3.75,both,,subdivision_v1.1
487675,RS5,7.03,711,486,0.886,ladder,2,28,1,70,75,35,3,1,28.5,8.5,50.1,11,0.0,ingested,3.98,both,,subdivision_v1.1
487904,R6,2.22,366,300,0.882,spine,1,6,0,65,95,55,1,1,20.7,9.4,41.2,21.8,0.0,ingested,2.7,both,,subdivision_v1.1
487905,R6,4.67,1013,327,0.613,spine,1,5,2,65,95,55,1,2,27.8,3.3,17.2,44.7,0.0,ingested,1.07,start,,subdivision_v1.1
488157,RS5,7.9,1217,577,0.49,ladder,2,22,0,60,90,50,4,4,23.3,7.1,39.2,14.1,12.0,ingested,2.78,both,,subdivision_v1.1
488370,RS5,2.2,322,303,0.983,spine,1,10,0,60,90,50,1,0,18.2,12.1,64.9,4.7,0.0,ingested,4.54,both,,subdivision_v1.1
488741,R6,9.96,734,701,0.844,grid,3,30,0,80,75,35,4,5,30.5,6.1,41.5,15.1,0.0,ingested,3.01,end,,subdivision_v1.1
489247,R6,99.53,,,0.709,,,0,,,,,,,,,,,93.2,,,,parcel_mostly_in_flood_hazard_or_wetland,subdivision_v1.1
550510,R6,13.15,2381,250,0.962,spine,1,33,0,80,75,35,1,5,22.3,10.5,35.7,7.5,22.2,ingested,2.51,both,,subdivision_v1.1
550638,RS5,3.6,449,359,0.974,spine,1,12,0,60,90,50,1,2,15.7,9.2,59.6,5.6,0.0,ingested,3.33,both,,subdivision_v1.1
551332,R6,3.48,479,363,0.871,spine,1,10,1,65,95,55,1,2,15.5,9.4,55.8,7.8,0.0,ingested,2.88,end,,subdivision_v1.1
551335,R15,23.27,1260,1232,0.653,grid,3,26,2,100,150,110,5,4,20.4,3.6,41.3,28.4,0.0,ingested,1.12,start,,subdivision_v1.1
