ogc_fid,zoning,acres,obb_length_ft,obb_width_ft,fill_ratio,network,streets_across,lots,irregular_lots,lot_width_ft,lot_depth_ft,buildable_depth_ft,streets,courts,pct_row,pct_alleys,pct_lots,pct_residual,pct_hazard,hazard_coverage,du_ac,access_mode,error,generator_version
293037,RS15,4.14,872,212,0.978,single_loaded,1,7,0,100,150,110,1,1,24.4,0,60.7,6.2,3.2,ingested,1.69,start,,subdivision_v1.1
293411,RS15,5.36,1369,195,0.873,single_loaded,1,10,0,110,140,100,1,2,18.3,0,65.8,2.7,0.1,ingested,1.87,end,,subdivision_v1.1
293669,RS7.5,8.61,959,745,0.526,grid,3,20,1,95,80,40,4,3,26.7,8.3,41.6,17,0.0,ingested,2.32,end,,subdivision_v1.1
293738,RS15,5.58,900,332,0.812,spine,1,6,0,135,115,75,1,2,20.2,6.6,39.3,21,0.0,ingested,1.08,both,,subdivision_v1.1
294557,R10,3.33,784,191,0.969,single_loaded,1,7,0,85,120,80,1,1,27.1,0,55.7,9.2,0.0,ingested,2.1,both,,subdivision_v1.1
295713,AR2A,65.85,6460,973,0.456,ladder,2,0,0,410,215,175,12,0,17.6,0,0,17.4,79.8,ingested,0,start,,subdivision_v1.1
296238,R10,10.76,1144,658,0.622,ladder,2,8,0,85,120,80,3,0,20.7,2,17.3,60,0.0,ingested,0.74,end,,subdivision_v1.1
296279,RS20,5.05,923,696,0.343,ladder,2,3,0,155,130,90,3,0,18.4,3.2,27.3,51,0.1,ingested,0.59,both,,subdivision_v1.1
296564,RS15,5.66,1033,253,0.942,spine,1,8,0,160,95,55,1,2,22.8,0,50.9,13.5,0.0,ingested,1.41,start,,subdivision_v1.1
298078,R10,2.37,,,0.997,,,0,,,,,,,,,,,,,,,parcel_too_narrow_for_a_street_and_a_lot,subdivision_v1.1
298169,RS10,2.6,647,180,0.974,single_loaded,1,6,0,85,120,80,2,0,35.4,0,56,8.6,0.0,ingested,2.31,side,,subdivision_v1.1
298170,R6,4.79,490,430,0.988,spine,1,12,0,65,95,55,1,2,12.4,8.7,50.4,20.1,0.0,ingested,2.51,both,,subdivision_v1.1
298716,RS10,2.99,496,460,0.572,ladder,2,0,0,145,70,30,4,2,35.3,2.2,0,26.2,23.8,ingested,0,side,,subdivision_v1.1
298849,R20,7.24,842,436,0.857,spine,1,9,0,120,170,130,1,2,13.3,4.6,58.3,10.8,0.0,ingested,1.24,both,,subdivision_v1.1
299272,RS7.5,16.62,1335,819,0.662,grid,3,43,0,80,95,55,5,6,27.1,6.6,45.1,14.9,0.0,ingested,2.59,end,,subdivision_v1.1
299362,R10,2.85,648,398,0.481,spine,1,2,0,85,120,80,1,0,15.3,2.1,20.2,48.3,25.8,ingested,0.7,both,,subdivision_v1.1
299489,R15,3.37,580,381,0.664,spine,1,4,0,110,140,100,1,0,19.4,3.2,41.7,35.7,0.0,ingested,1.19,start,,subdivision_v1.1
299643,RS15,5.08,818,288,0.938,spine,1,5,0,160,95,55,1,2,20.8,8.4,34.6,22.2,0.0,ingested,0.98,end,,subdivision_v1.1
300044,AR2A,23.57,1986,708,0.73,ladder,2,0,0,605,145,105,5,0,21.6,0,0,22.4,71.9,ingested,0,end,,subdivision_v1.1
300047,R10,7.91,1134,596,0.51,ladder,2,1,0,100,105,65,4,2,27.3,1.4,3,31.7,42.4,ingested,0.13,side,,subdivision_v1.1
300064,R20,57,2241,2028,0.546,grid,5,58,1,125,160,120,8,19,21.4,4.2,46.7,12.4,0.0,ingested,1.02,both,,subdivision_v1.1
300105,R10,5.42,1026,286,0.804,spine,1,11,0,110,95,55,1,1,23.3,10.6,49,12.5,0.1,ingested,2.03,start,,subdivision_v1.1
300121,AR2A,52.08,2136,1551,0.685,grid,3,8,1,400,220,180,6,5,18,0,31.1,30.8,0.8,ingested,0.15,start,,subdivision_v1.1
300122,R8,4.75,681,406,0.749,spine,1,10,5,75,110,70,1,2,17,2.2,50.6,20,0.0,ingested,2.11,start,,subdivision_v1.1
300143,RS15,18.34,2046,850,0.459,ladder,2,26,1,100,150,110,5,2,18.1,5,53.3,18.9,0.0,ingested,1.42,start,,subdivision_v1.1
300161,RS20,14.83,2338,394,0.7,spine,1,16,0,140,145,105,1,6,14.3,8.8,51.7,5.7,0.0,ingested,1.08,end,,subdivision_v1.1
300190,RS10,13.3,1632,678,0.524,ladder,2,5,1,85,120,80,4,1,23,1,9,25.9,50.7,ingested,0.38,start,,subdivision_v1.1
300192,RS15,15.4,1070,716,0.875,ladder,2,18,0,115,135,95,3,6,19.4,5.4,41.8,15.1,4.4,ingested,1.17,end,,subdivision_v1.1
300198,AR2A,38.54,2982,1133,0.497,ladder,2,3,1,400,220,180,6,5,13,0,18.1,40.9,0.1,ingested,0.08,end,,subdivision_v1.1
300224,RS10,2.42,1259,423,0.197,spine,1,1,0,85,120,80,2,0,4.7,1.6,12.8,80.9,0.0,ingested,0.41,side,,subdivision_v1.1
300225,AR2A,83.75,3002,1919,0.633,grid,4,8,0,415,210,170,9,7,20.3,0,19.1,38.2,6.9,ingested,0.1,end,,subdivision_v1.1
300233,R8,5.84,744,433,0.791,spine,1,12,3,75,110,70,2,2,18.6,6.5,51.3,14.8,0.0,ingested,2.05,side,,subdivision_v1.1
300267,R15,6.03,1143,357,0.644,spine,1,6,0,120,130,90,1,2,20.9,7,35.7,19.3,5.6,ingested,1,both,,subdivision_v1.1
300283,R8,2.26,369,350,0.764,spine,1,6,0,75,110,70,1,0,20.5,8.8,58.2,12.5,0.0,ingested,2.66,both,,subdivision_v1.1
300287,RS10,7.92,1026,509,0.66,ladder,2,12,1,125,80,40,3,4,26.1,6.3,35.8,19.9,0.0,ingested,1.52,start,,subdivision_v1.1
300302,R10,11.25,971,717,0.704,ladder,2,26,8,85,120,80,3,1,18.7,3.9,57.4,15.1,3.6,ingested,2.31,both,,subdivision_v1.1
300318,AR2A,96.67,3542,1916,0.62,grid,4,2,0,415,210,170,9,18,18,0,4.1,39,2.4,ingested,0.02,both,,subdivision_v1.1
300319,R10,2.95,661,251,0.775,spine,1,3,0,135,75,35,1,1,27.4,6.8,24.3,7.9,37.6,ingested,1.02,start,,subdivision_v1.1
300367,RS15,3.66,757,590,0.357,ladder,2,0,0,150,100,60,3,0,29.3,0,0,23.4,70.7,ingested,0,end,,subdivision_v1.1
300377,R20,14.67,1075,820,0.725,ladder,2,10,0,125,160,120,3,6,19.3,2.7,31.3,28.1,0.0,ingested,0.68,start,,subdivision_v1.1
300386,AR2A,26.19,4685,472,0.516,spine,1,3,0,425,205,165,1,2,7,0,22.7,43.7,11.1,ingested,0.11,end,,subdivision_v1.1
300422,R40,11.11,1074,467,0.965,spine,1,6,0,200,205,165,1,2,12.6,0,50.1,21,0.0,ingested,0.54,end,,subdivision_v1.1
300426,AR2A,18.13,3612,640,0.342,ladder,2,1,0,675,130,90,8,3,20.4,0,11.3,30.2,4.2,ingested,0.06,end,,subdivision_v1.1
300443,RS15,4.87,855,386,0.643,spine,1,4,0,105,145,105,1,0,20.2,1.2,28.1,45.5,5.0,ingested,0.82,end,,subdivision_v1.1
300518,R20,4.66,902,252,0.894,single_loaded,1,6,0,115,175,135,1,1,12.8,0,66.5,5.5,4.0,ingested,1.29,start,,subdivision_v1.1
300534,RS15,3.64,854,413,0.449,spine,1,1,0,100,150,110,2,0,17.8,0.6,10,31.7,42.8,ingested,0.27,side,,subdivision_v1.1
300537,AR2A,39.77,1932,1695,0.529,grid,5,0,0,625,140,100,8,0,23.1,0,0,69.5,7.5,ingested,0,end,,subdivision_v1.1
300557,R20,39.53,2720,1193,0.531,grid,3,34,0,130,155,115,7,5,20.7,3.3,40.3,24.1,6.9,ingested,0.86,start,,subdivision_v1.1
300565,R10,5.18,913,267,0.927,spine,1,10,0,120,85,45,1,2,21.9,11.2,45.4,12.4,0.0,ingested,1.93,start,,subdivision_v1.1
300583,R40,20.46,1730,928,0.555,ladder,2,3,0,200,200,110,5,3,19,0,13.5,51,3.2,ingested,0.15,side,,subdivision_v1.1
300598,AR2A,25.79,2223,733,0.689,ladder,2,0,0,565,155,115,5,3,20.4,0,0,56.7,0.0,ingested,0,end,,subdivision_v1.1
300612,R20,30.44,1877,1093,0.646,grid,3,23,0,145,140,100,6,8,21.9,5,35.4,24.4,1.8,ingested,0.76,end,,subdivision_v1.1
300615,RS20,5.22,694,596,0.55,spine,1,4,2,115,175,135,1,1,9.9,2.5,39.9,37,0.0,ingested,0.77,both,,subdivision_v1.1
300624,R20,5.2,902,444,0.565,spine,1,1,0,120,170,130,1,0,21.2,0.1,9,69.7,0.0,ingested,0.19,start,,subdivision_v1.1
300648,RS10,4.92,835,279,0.921,spine,1,10,0,115,90,50,1,2,21.2,11.9,49,8.1,0.0,ingested,2.03,end,,subdivision_v1.1
300650,RS15,22.16,1331,1243,0.584,grid,3,31,4,100,150,110,5,5,20.7,3.8,48.9,18.4,0.0,ingested,1.4,start,,subdivision_v1.1
300672,RS80,19.5,2763,635,0.484,ladder,2,0,0,620,130,90,6,0,24.6,0,0,62.6,17.6,ingested,0,end,,subdivision_v1.1
300673,AR2A,37.66,2295,1098,0.651,grid,3,0,0,565,155,115,6,3,19.8,0,0,64.3,0.0,ingested,0,start,,subdivision_v1.1
300692,R20,27.06,2035,829,0.699,ladder,2,27,0,125,160,120,5,6,18.1,4.7,47,18.6,1.8,ingested,1,start,,subdivision_v1.1
300721,RS15,3.54,683,331,0.682,spine,1,2,0,135,115,75,1,0,19.5,1.9,20.3,20.5,48.1,ingested,0.56,both,,subdivision_v1.1
300736,R10,6.17,631,446,0.955,spine,1,12,0,85,120,80,1,2,12.5,8.4,60.7,8.2,0.0,ingested,1.95,start,,subdivision_v1.1
300772,RS40,9.53,1448,638,0.449,ladder,2,3,0,310,130,90,4,0,24,0,28.9,43.7,5.7,ingested,0.31,start,,subdivision_v1.1
300870,R80,69.04,3510,1529,0.56,grid,3,5,1,365,220,180,8,15,17.6,0,13.9,27.4,1.9,ingested,0.07,both,,subdivision_v1.1
300881,RS10,62.81,3296,1115,0.744,grid,3,15,1,85,120,80,8,1,20.2,0.7,5.8,7.2,83.1,ingested,0.24,start,,subdivision_v1.1
300885,R20,5.35,689,585,0.579,spine,1,2,0,115,175,135,1,1,9.9,3,21.2,29.8,28.2,ingested,0.37,both,,subdivision_v1.1
300888,AR2A,93.51,4562,1035,0.862,ladder,2,10,2,400,220,180,9,17,15,0,22.5,23.2,1.4,ingested,0.11,end,,subdivision_v1.1
300910,R20,4.79,631,576,0.575,spine,1,2,0,115,175,135,1,0,9.2,2.2,23.7,23.5,47.2,ingested,0.42,start,,subdivision_v1.1
300919,RS40,13.36,957,655,0.928,ladder,2,3,0,300,135,95,3,3,19.7,0,21,31.7,6.9,ingested,0.22,both,,subdivision_v1.1
300931,R80,119.67,3361,2412,0.643,grid,5,13,0,385,210,170,10,12,18.6,0,20.2,39.9,3.8,ingested,0.11,both,,subdivision_v1.1
300962,R15,19.14,1757,1214,0.391,grid,3,22,3,100,150,110,5,4,22.3,3.6,40.2,26.8,0.0,ingested,1.15,both,,subdivision_v1.1
300965,R15,17.98,1691,674,0.687,ladder,2,16,0,120,125,85,4,6,21.4,4.2,30.6,23.5,11.6,ingested,0.89,start,,subdivision_v1.1
300979,AR2A,29.55,3026,706,0.602,ladder,2,0,0,605,145,105,7,4,20.3,0,0,45,8.1,ingested,0,end,,subdivision_v1.1
300996,R10,3.42,552,419,0.643,spine,1,5,2,85,120,80,1,1,19.7,6.1,42,23.2,0.0,ingested,1.46,both,,subdivision_v1.1
301044,R10,28.71,2509,925,0.539,grid,3,21,1,95,110,70,7,4,25,2.7,17.5,51.5,0.0,ingested,0.73,start,,subdivision_v1.1
301047,AR2A,55,2989,922,0.869,ladder,2,4,0,440,200,160,6,10,17.1,0,14.7,29,3.5,ingested,0.07,both,,subdivision_v1.1
301053,RS40,11.08,1293,762,0.49,ladder,2,1,0,250,160,120,4,1,18.3,0,8.3,59.6,7.8,ingested,0.09,both,,subdivision_v1.1
301093,R8,4.44,732,358,0.738,spine,1,9,0,75,110,70,1,1,19.8,6.8,45.7,22.7,0.0,ingested,2.03,end,,subdivision_v1.1
301100,AR2A,24.06,1372,1280,0.597,grid,4,1,1,675,130,90,6,0,22.6,0,8.4,50.8,23.9,ingested,0.04,start,,subdivision_v1.1
301121,R15,12.61,1737,702,0.451,ladder,2,3,0,120,130,90,4,1,25.8,1.2,8.4,9.5,71.7,ingested,0.24,start,,subdivision_v1.1
301150,R20,5.18,,,0.593,,,0,,,,,,,,,,,93.7,,,,parcel_mostly_in_flood_hazard_or_wetland,subdivision_v1.1
301152,RS80,24.19,1622,1329,0.489,grid,3,2,1,425,190,150,6,3,21.1,0,15.1,41.3,0.0,ingested,0.08,side,,subdivision_v1.1
301160,RS20,9.56,993,711,0.59,ladder,2,5,0,150,135,95,3,0,19.4,3.4,24.3,30.2,25.3,ingested,0.52,both,,subdivision_v1.1
301217,AR2A,21.05,1871,1052,0.466,grid,3,0,0,605,145,105,6,2,21.9,0,0,58.3,0.0,ingested,0,both,,subdivision_v1.1
301231,R20,21.83,1842,1106,0.467,grid,3,13,1,145,140,100,6,4,22.6,3.1,27.7,30.8,10.5,ingested,0.6,both,,subdivision_v1.1
301240,AR2A,63.48,3092,2168,0.413,grid,4,3,1,400,220,180,9,7,15.9,0,9.6,45.2,6.6,ingested,0.05,end,,subdivision_v1.1
301244,AR2A,30.75,2502,1069,0.501,ladder,2,6,0,400,220,180,6,1,14.9,0,42.6,27,9.1,ingested,0.2,end,,subdivision_v1.1
301299,AR2A,33.13,1516,1374,0.693,grid,3,0,0,440,200,160,5,5,17.4,0,0,45.5,7.6,ingested,0,end,,subdivision_v1.1
301312,AR2A,23.81,1777,1104,0.529,grid,3,0,0,565,155,115,5,0,20.2,0,0,76.3,4.9,ingested,0,start,,subdivision_v1.1
301315,AR2A,37.17,2009,1194,0.675,ladder,2,5,0,400,220,180,5,4,16,0,28.1,27.9,5.2,ingested,0.13,start,,subdivision_v1.1
301325,RS5,2.3,542,220,0.839,spine,1,9,2,65,80,40,1,1,29.7,0,47.6,17.3,0.0,ingested,3.91,both,,subdivision_v1.1
301357,RS5,30.89,1956,1025,0.671,grid,4,117,0,60,85,45,7,17,27.8,7.4,45.3,7.9,6.4,ingested,3.79,start,,subdivision_v1.1
301359,RS10,2.84,455,391,0.695,spine,1,4,1,85,120,80,1,2,15.7,7.2,38.2,19.3,0.0,ingested,1.41,both,,subdivision_v1.1
301373,AR2A,19.26,1930,908,0.479,ladder,2,0,0,450,195,155,5,0,20.2,0,0,27.3,64.9,ingested,0,start,,subdivision_v1.1
301401,AR2A,21.88,2097,678,0.67,ladder,2,0,0,625,140,100,5,0,25.8,0,0,73.1,2.7,ingested,0,end,,subdivision_v1.1
301482,RS20,8.2,1026,761,0.457,ladder,2,6,0,140,145,105,3,3,13.8,4.9,34.4,26.7,2.9,ingested,0.73,end,,subdivision_v1.1
301658,R10,3.71,836,199,0.972,spine,1,6,0,145,70,30,1,2,29.7,0,38.1,19.4,0.0,ingested,1.62,end,,subdivision_v1.1
301661,R15,4.57,1105,461,0.391,spine,1,5,1,100,150,110,1,0,13.4,4,44.3,38.2,0.0,ingested,1.09,end,,subdivision_v1.1
301678,AR2A,24.14,1541,936,0.729,ladder,2,3,0,425,205,165,4,4,15.8,0,24.4,25.7,1.7,ingested,0.12,both,,subdivision_v1.1
301770,AR2A,32.07,2717,892,0.576,ladder,2,1,0,450,195,155,6,4,19.8,0,6.3,33.2,18.5,ingested,0.03,start,,subdivision_v1.1
301779,R15,16.07,1010,996,0.695,grid,3,17,0,120,125,85,4,4,22.7,3.9,36.3,28.5,0.0,ingested,1.06,start,,subdivision_v1.1
301790,R80,19.14,1275,1008,0.649,ladder,2,3,0,365,220,180,4,2,17,0,29.3,34.7,0.0,ingested,0.16,both,,subdivision_v1.1
301822,R40,101.1,3095,1964,0.725,grid,4,40,1,190,215,175,9,15,18.8,0,37.3,24.1,6.9,ingested,0.4,both,,subdivision_v1.1
301860,RS20,55.69,1971,1702,0.723,grid,4,58,1,120,170,130,7,8,19.4,3.7,49.4,18.4,3.2,ingested,1.04,both,,subdivision_v1.1
301897,AR2A,52.65,2313,1971,0.503,grid,4,4,0,410,215,175,7,5,16.5,0,15.3,43.7,6.2,ingested,0.08,end,,subdivision_v1.1
301902,R15,3.41,787,336,0.562,spine,1,1,0,125,120,80,1,0,25.9,0.5,9.9,40.4,30.5,ingested,0.29,both,,subdivision_v1.1
301921,R20,6.72,1118,730,0.359,ladder,2,3,0,145,140,100,3,1,13.4,3.2,20.8,31.1,27.1,ingested,0.45,end,,subdivision_v1.1
301936,R80,20.29,1437,924,0.666,ladder,2,1,0,400,200,160,4,4,18.3,0,9,37.5,0.0,ingested,0.05,both,,subdivision_v1.1
301952,RS20,12.09,1173,880,0.51,ladder,2,11,0,115,175,135,3,2,14.8,5,42.7,29.7,0.0,ingested,0.91,both,,subdivision_v1.1
301999,RS7.5,10.46,1038,676,0.649,ladder,2,27,5,75,105,65,3,4,22.1,5.4,51,13.9,0.0,ingested,2.58,start,,subdivision_v1.1
302062,R20,27,2835,927,0.447,ladder,2,20,2,115,175,135,6,4,18.5,1.9,35.4,37,0.0,ingested,0.74,start,,subdivision_v1.1
302111,RS10,3.13,758,239,0.754,spine,1,5,0,145,70,30,1,0,30.4,4.6,37.5,27.5,0.0,ingested,1.6,both,,subdivision_v1.1
302113,RS15,4.12,645,447,0.622,spine,1,3,1,100,150,110,1,1,13.7,3.5,28.2,22.5,23.0,ingested,0.73,start,,subdivision_v1.1
302147,AR2A,21.72,1405,1068,0.63,ladder,2,1,0,400,220,180,4,4,12.3,0,11,36.7,2.3,ingested,0.05,end,,subdivision_v1.1
302148,RS20,4.96,778,355,0.782,spine,1,0,0,160,125,85,1,0,17.3,0,0,16,84.0,ingested,0,both,,subdivision_v1.1
302149,AR2A,45.08,3238,1225,0.495,grid,3,0,0,500,175,135,8,0,21.6,0,0,78.4,0.0,ingested,0,both,,subdivision_v1.1
302209,RS80,25.72,2505,962,0.465,ladder,2,2,0,385,210,170,6,1,18,0,14.4,42.7,20.4,ingested,0.08,end,,subdivision_v1.1
302214,RS15,4.97,915,275,0.862,spine,1,6,1,145,105,65,1,2,20.4,0,43.4,21.9,0.0,ingested,1.21,both,,subdivision_v1.1
302269,RS15,17.02,,,0.789,,,0,,,,,,,,,,,85.9,,,,parcel_mostly_in_flood_hazard_or_wetland,subdivision_v1.1
302270,AR2A,20.63,1410,894,0.713,ladder,2,1,0,450,195,155,4,1,18.4,0,9.9,59.7,2.3,ingested,0.05,end,,subdivision_v1.1
302294,R10,17.03,1000,955,0.777,grid,3,32,2,90,115,75,4,6,21.2,5.3,45.1,19.9,0.0,ingested,1.88,both,,subdivision_v1.1
302323,RS15,4.96,901,256,0.936,spine,1,7,0,150,100,60,1,2,22.8,0,48.4,12.8,2.1,ingested,1.41,end,,subdivision_v1.1
302339,AR2A,40.38,1819,1277,0.758,grid,3,1,0,475,185,145,6,1,19.8,0,5,66.9,3.8,ingested,0.02,end,,subdivision_v1.1
302378,AR2A,19.38,1391,1285,0.472,grid,4,0,0,675,130,90,7,0,26.4,0,0,59.8,17.7,ingested,0,side,,subdivision_v1.1
302384,AR2A,48.01,2563,1184,0.689,ladder,2,6,2,400,220,180,6,2,15.4,0,25.7,37.6,13.5,ingested,0.12,both,,subdivision_v1.1
302386,AR2A,23.76,1744,1260,0.471,grid,3,2,0,485,180,140,6,0,25.2,0,16.9,55.4,3.6,ingested,0.08,side,,subdivision_v1.1
302419,AR2A,44.59,2235,1245,0.698,grid,3,4,0,485,180,140,6,5,18.8,0,18,39.8,0.9,ingested,0.09,both,,subdivision_v1.1
302449,AR2A,18.32,1486,799,0.672,ladder,2,0,0,515,170,130,4,0,19.3,0,0,78.1,2.6,ingested,0,end,,subdivision_v1.1
302459,AR2A,29.57,2147,1285,0.467,grid,3,1,0,475,185,145,6,5,15.4,0,7,33.5,12.4,ingested,0.03,start,,subdivision_v1.1
302624,AR2A,19.7,1553,844,0.655,ladder,2,0,0,485,180,140,4,2,21.4,0,0,56.7,3.3,ingested,0,both,,subdivision_v1.1
302716,RS80,34.65,1755,1202,0.715,grid,3,4,0,475,170,130,5,5,18.8,0,21.8,26.6,6.2,ingested,0.12,start,,subdivision_v1.1
302759,AR2A,24.64,1675,906,0.708,ladder,2,1,0,450,195,155,4,2,16.6,0,8.1,19.9,48.3,ingested,0.04,start,,subdivision_v1.1
302782,RS15,18.28,2548,610,0.512,ladder,2,16,3,145,105,65,6,6,24.3,4,31,29.3,0.0,ingested,0.88,end,,subdivision_v1.1
302811,R8,41.39,2573,1296,0.541,grid,4,100,9,75,110,70,8,14,25.1,4.8,47.8,12.5,4.2,ingested,2.42,both,,subdivision_v1.1
302827,RS15,3.7,,,0.613,,,0,,,,,,,,,,,100.0,,,,parcel_mostly_in_flood_hazard_or_wetland,subdivision_v1.1
302853,AR2A,27.43,1454,1154,0.712,ladder,2,2,1,400,220,180,4,4,12.5,0,16.3,39.3,2.0,ingested,0.07,both,,subdivision_v1.1
302863,R10,5.75,715,496,0.706,ladder,2,2,0,125,80,40,3,0,28.1,1,7.9,18.2,57.9,ingested,0.35,start,,subdivision_v1.1
302871,AR2A,27.11,2163,1202,0.454,grid,3,0,0,515,170,130,6,2,20,0,0,63.5,1.5,ingested,0,start,,subdivision_v1.1
302878,AR2A,43.56,2905,1532,0.426,grid,3,1,0,400,220,180,8,4,21.2,0,4.6,49.6,7.4,ingested,0.02,side,,subdivision_v1.1
302882,AR2A,29.37,2276,972,0.578,ladder,2,2,0,410,215,175,5,3,17.8,0,13.6,45.8,2.2,ingested,0.07,start,,subdivision_v1.1
302905,R15,16.11,1323,787,0.674,ladder,2,14,0,100,150,110,4,2,21,2.8,30.3,31.9,11.9,ingested,0.87,both,,subdivision_v1.1
302933,R10,7.88,683,610,0.824,ladder,2,15,0,100,105,65,3,3,22.4,6.1,48,13.8,0.0,ingested,1.9,end,,subdivision_v1.1
303048,AR2A,53.06,2175,1577,0.674,grid,3,3,0,400,220,180,6,10,17.2,0,12.1,30.3,2.3,ingested,0.06,start,,subdivision_v1.1
303056,AR2A,27.96,1675,908,0.801,ladder,2,1,0,450,195,155,4,5,17,0,7.2,37.6,2.6,ingested,0.04,end,,subdivision_v1.1
303057,RS10,22.96,1431,1073,0.651,grid,3,51,8,85,120,80,5,5,22.5,4.5,54.5,13,0.0,ingested,2.22,start,,subdivision_v1.1
303059,AR2A,99.02,3561,1950,0.621,grid,4,0,0,410,215,175,9,22,19,0,0,28.8,9.5,ingested,0,both,,subdivision_v1.1
303102,AR2A,54.16,1913,1678,0.735,grid,5,0,0,625,140,100,8,0,23,0,0,72,5.7,ingested,0,start,,subdivision_v1.1
303122,R10,6.2,667,643,0.63,ladder,2,9,0,90,115,75,3,0,26.7,4.3,34.8,26.8,11.6,ingested,1.45,both,,subdivision_v1.1
303129,R40,9.34,1093,401,0.928,spine,1,2,0,240,170,130,1,1,14,0,19.9,49,8.6,ingested,0.21,start,,subdivision_v1.1
304474,R10,9.61,1346,520,0.598,ladder,2,17,1,120,85,45,4,2,31.4,4.8,41.6,17.1,0.0,ingested,1.77,start,,subdivision_v1.1
304843,R20,38.14,2950,1196,0.471,grid,3,8,0,130,155,115,7,3,19,1.1,9.8,31.2,42.0,ingested,0.21,both,,subdivision_v1.1
305741,R10,39.95,1927,1428,0.632,grid,4,88,2,85,120,80,7,12,23.3,5.7,54.6,9.3,0.0,ingested,2.2,both,,subdivision_v1.1
306132,AR2A,21.67,1369,762,0.905,ladder,2,1,0,545,160,120,4,1,19.6,0,9.6,58.7,2.6,ingested,0.05,start,,subdivision_v1.1
306466,RS10,4.27,630,357,0.827,spine,1,9,0,85,120,80,1,2,17.9,6.6,53.9,9.8,0.0,ingested,2.11,start,,subdivision_v1.1
306926,RS10,2.13,473,207,0.945,spine,1,3,0,135,75,35,1,2,27.8,0,32.5,18.9,0.0,ingested,1.41,end,,subdivision_v1.1
307125,R8,48.74,2846,1088,0.685,grid,4,75,0,85,95,55,8,16,26.6,4.7,28.6,9.8,32.5,ingested,1.54,end,,subdivision_v1.1
307347,RS7.5,10.98,840,656,0.868,ladder,2,26,4,75,105,65,3,2,20.3,4.6,48.4,15.4,9.9,ingested,2.37,both,,subdivision_v1.1
307786,R10,15.8,1195,966,0.596,grid,3,21,0,85,120,80,4,3,21.6,4.4,31,9.8,35.5,ingested,1.33,both,,subdivision_v1.1
308030,AR2A,20.19,1514,850,0.684,ladder,2,0,0,485,180,140,4,0,21.3,0,0,76.3,2.9,ingested,0,end,,subdivision_v1.1
308152,AR2A,64.76,3226,1352,0.647,grid,3,3,0,450,195,155,8,13,18.1,0,9.4,27.6,5.3,ingested,0.05,end,,subdivision_v1.1
308226,R8,2.99,637,355,0.577,spine,1,1,0,75,110,70,1,0,20.7,0.2,7.2,11.2,76.4,ingested,0.33,both,,subdivision_v1.1
308511,R8,7.51,945,593,0.583,ladder,2,19,0,80,105,65,3,3,22.8,8.3,49.1,12.1,0.0,ingested,2.53,both,,subdivision_v1.1
309036,R10,3.33,863,210,0.799,spine,1,4,0,135,75,35,1,2,32.8,0,28.9,24.4,0.0,ingested,1.2,start,,subdivision_v1.1
309067,R10,2.77,359,347,0.968,spine,1,4,0,85,120,80,1,0,16.3,4.8,35.6,29.2,18.4,ingested,1.44,both,,subdivision_v1.1
309089,RS10,3.98,596,298,0.974,spine,1,8,0,100,100,60,1,2,18.9,9.4,46.9,13.2,0.0,ingested,2.01,end,,subdivision_v1.1
309828,AR2A,21.12,1994,690,0.669,ladder,2,1,1,625,140,100,5,0,22.4,0,9.5,67.1,1.0,ingested,0.05,end,,subdivision_v1.1
309854,AR2A,58.83,2539,1239,0.815,grid,3,1,0,500,175,135,7,2,21,0,3.6,67.4,1.4,ingested,0.02,end,,subdivision_v1.1
310411,RS10,3.33,601,550,0.44,ladder,2,1,0,115,90,50,4,0,28.1,1.6,7.9,62.4,0.0,ingested,0.3,side,,subdivision_v1.1
310424,R10,2.98,831,161,0.968,single_loaded,1,7,1,100,105,65,1,1,33,0,56.9,1.9,0.0,ingested,2.35,start,,subdivision_v1.1
310565,RS10,3.71,740,352,0.62,spine,1,4,1,85,120,80,1,2,23.7,2.3,26.6,28,8.5,ingested,1.08,both,,subdivision_v1.1
310910,RS10,2.56,380,296,0.989,spine,1,5,0,100,100,60,2,0,24.6,8.9,45,21.6,0.0,ingested,1.96,side,,subdivision_v1.1
310961,AR2A,48.06,2711,855,0.903,ladder,2,2,0,475,185,145,6,13,17.2,0,8.2,19.4,2.3,ingested,0.04,end,,subdivision_v1.1
311260,AR2A,32.95,1994,1353,0.532,grid,3,4,0,450,195,155,6,0,16.2,0,24.5,47.5,12.8,ingested,0.12,start,,subdivision_v1.1
311348,RS15,10.73,1066,714,0.614,ladder,2,11,0,115,135,95,3,2,17.7,3.7,36.2,21.8,16.4,ingested,1.03,start,,subdivision_v1.1
311425,AR2A,40.07,1802,1293,0.749,grid,3,2,0,475,185,145,6,0,20.5,0,10.5,27.1,54.6,ingested,0.05,end,,subdivision_v1.1
311431,R10,3.9,814,453,0.462,ladder,2,2,0,145,70,30,3,0,29.6,1.9,11.6,56.9,0.0,ingested,0.51,start,,subdivision_v1.1
311834,R15,26.44,1300,1279,0.693,grid,3,31,2,100,150,110,5,6,19.7,4.1,44.4,18,7.2,ingested,1.17,both,,subdivision_v1.1
311845,AR2A,18.91,2228,947,0.39,ladder,2,0,0,425,205,165,5,2,13.3,0,0,56.4,8.5,ingested,0,end,,subdivision_v1.1
